Id	Name	Group	Description
0x0092D8BD	Constant Folding - GPU Ray Tracing Shaders	06 - Rendering Features	Controls GPU-side constant folding for ray tracing shaders.
0x00939833	Experimental - Stencil ZBC Disable	06 - Rendering Features	DISABLE_STENCIL_ZBC for Dx12 apps
0x009FD0F9	ZCull - Behavior Flags	06 - Rendering Features	Controls ZCull behavior flags for viewport regions, shader heuristics, and backing-store policy.
0x009FD0FA	Experimental - ZF32+GREATER PRI Hack	06 - Rendering Features	Enable/disable the PRI hack used for the ZF32+GREATER depth state combination to make HW defaults better match
0x009FD0FB	ZCull - Dirty Draw Validation	06 - Rendering Features	Controls validation for ZCull dirty-draw behavior.
0x00A08746	Experimental - Multichip app specific hacks for single app	08 - SLI and NVLINK	multichip app specific hacks for single app
0x00A1131F	Experimental - UAV Clear Serialization	06 - Rendering Features	Force serialize UAV Clear (when uses DSC)
0x00A1232F	Experimental - Single-Node SCG Graphics Queue	08 - SLI and NVLINK	Enable single node SCG on DX12 graphics queue, GP10x and beyond only
0x00A25F24	Experimental - Hardware Bug Workaround Flags	01 - Compatibility	Controls various HW bug WARs that may not be enabled by default
0x00A25FC4	Experimental - Legacy Application SCG Enablement	08 - SLI and NVLINK	enables SCG for legacy apps
0x00A34323	Experimental - Low-Priority 3D Channel Timeslice	07 - System, Memory and Compute	Set the timeslice value for the 3D channel to low priority.
0x00A34F23	Experimental - DX12 Multiple VA Management Per Heap	07 - System, Memory and Compute	Controls the enablement of multiple VA management per heap for DX12 in WDDMv2.
0x00A44B6D	0x00A44B6D (Unknown)	11 - Unknown Driver Settings	
0x00A4F311	Constant Folding - Pixel Shader Control	06 - Rendering Features	Controls pixel-shader constant folding.
0x00A80267	0x00A80267 (Unknown)	11 - Unknown Driver Settings	
0x00A879FC	0x00A879FC (Unknown)	11 - Unknown Driver Settings	
0x00A879FF	Experimental - OS Variable Refresh Rate Override	02 - Sync and Refresh	Explicit override for the operating system variable refresh rate state.
0x00A89790	Experimental - Static Object Threshold	06 - Rendering Features	Threshold used to determine whether an object is treated as static. This value is divided by 1000.0 before being passed to the filter shader. It is stored as a DWORD because the DRS setting path does not expose floating-point values.
0x00ACA319	0x00ACA319 (Unknown)	11 - Unknown Driver Settings	
0x00ACBCC1	Experimental - DiscardResource Clear Conditions	06 - Rendering Features	In what situations should we issue a clear for DiscardResource for the purposes of tiled resources and aliasing
0x00ACFCC0	Experimental - Heap Compression Support	06 - Rendering Features	Enable support for Compressing Heaps on TIER2 Turing+ Architecture only
0x00ADA000	Experimental - DSR Apply Disable	05 - Upscaling and Frame Generation	Disallow DSR apply
0x00AEFFEA	0x00AEFFEA (Unknown)	11 - Unknown Driver Settings	
0x00B21C03	Experimental - Primary Surface Memory Compression	06 - Rendering Features	Controls the use of memory compression for primaries.
0x00BADBE4	0x00BADBE4 (Unknown)	11 - Unknown Driver Settings	
0x00BEFB7B	Experimental - Single-Node SCG Compute Queue	08 - SLI and NVLINK	Enable single-node driver SCG channel on compute queues
0x00C09D1A	0x00C09D1A (Unknown)	11 - Unknown Driver Settings	
0x00C36E12	0x00C36E12 (Unknown)	11 - Unknown Driver Settings	
0x00C45376	0x00C45376 (Unknown)	11 - Unknown Driver Settings	
0x00C96F61	Experimental - UMD Metering Control	07 - System, Memory and Compute	UMD metering control
0x00CA0D60	Experimental - Invariant Constant Histogram Threshold	07 - System, Memory and Compute	Minimum number of histogram hits for invariant constants
0x00CBE001	Experimental - Emulation Type Flags	07 - System, Memory and Compute	This regkey specifies the types of emulation to be done
0x00CBE002	Experimental - Emulation Shader Stage Flags	06 - Rendering Features	This regkey specifies the shader stages to which emulation applies. Flags are BIT(DsiShaderType)
0x00CBE005	Experimental - Convert-to-LDG Functionality Flags	07 - System, Memory and Compute	This regkey specifies enabled functionality used by convert-to-LDG
0x00CBE006	Experimental - LDC-to-LDG Translation Options	07 - System, Memory and Compute	This regkey specifies LDC-to-LDG translation options (DXIL-only)
0x00CC0F79	0x00CC0F79 (Unknown)	11 - Unknown Driver Settings	
0x00CDF4EA	Experimental - Create HW Queue NoBroadcastWait	08 - SLI and NVLINK	Enable D3DDDI_CREATEHWQUEUEFLAGS NoBroadcastWait for single-node driver SCG channel
0x00D153A5	Experimental - LMEM Per-SM Warp Throttling Limit	07 - System, Memory and Compute	If this is set to a value other than zero, the LMEM bytes per SM warp throttling limit will be overridden. Allocation granularity is 128Kb and will be rounded up/enforced by the driver.
0x00D98F93	Experimental - Tex-Sampler Pair Resolve Method	06 - Rendering Features	Decides whether to use the MME program (default) or CPU to resolve tex-sampler pairs
0x00DB2372	Experimental - DX12 Visibility Mask Ignore	07 - System, Memory and Compute	ignore DX12 API visibility mask and force full visibility
0x00DB3859	Experimental - DX9 Host Staging Buffer Size	07 - System, Memory and Compute	This key is using for forcing size of host staging buffer on DX9
0x00DB4772	Experimental - WDDM v2 SLI Control Bits	08 - SLI and NVLINK	Bits to control WDDMv2 aspects of SLI
0x00DDA345	0x00DDA345 (Unknown)	11 - Unknown Driver Settings	
0x00DE5C4D	Experimental - Descriptor Heap Read Timing	07 - System, Memory and Compute	Controls when the desc heap contents are read for some bind points
0x00DE5C4E	Experimental - UpdateTileMappings Fence Batching	07 - System, Memory and Compute	Allows batching of fences when a run of UpdateTileMappings is called in sequence with no other CQ commands.
0x00DEAD10	Experimental - SM Trap Handler and Dispatcher	07 - System, Memory and Compute	enable/disable SM's trap handler and dispatcher code
0x00E3EA78	Experimental - Volatility Factor Multiplier	07 - System, Memory and Compute	how much to multiply the volatility factor by with each new update
0x00E52AC0	0x00E52AC0 (Unknown)	11 - Unknown Driver Settings	
0x00E86028	Fermi - Subtiling Performance Knob A	06 - Rendering Features	Controls Fermi subtile performance knob A.
0x00E942FE	0x00E942FE (Unknown)	11 - Unknown Driver Settings	
0x00ED0448	Experimental - PSO Library Flags	06 - Rendering Features	Flags that are used by PSO Library codepath
0x00ED871B	Experimental - Dirty Tile Map Optimizations	06 - Rendering Features	enable/disable Dirty Tile Map opts
0x00EFB71D	Experimental - TileMapKernel Behavior Flags	06 - Rendering Features	Flags used to control TileMapKernel/consumer shader behavior and code-generation. Please note SUQUERY_PER_THREAD_SUM and TILE_PER_THREAD_SUM are mutually exclusive.
0x00F42AE1	Experimental - Sample Interleave Enabled Modes	06 - Rendering Features	Enabled Modes for sample interleave (MFAA)
0x00F56ABE	0x00F56ABE (Unknown)	11 - Unknown Driver Settings	
0x00F56BBE	0x00F56BBE (Unknown)	11 - Unknown Driver Settings	
0x00FAF031	Experimental - Tracked Semaphore Dumping	07 - System, Memory and Compute	Controls functionality for dumping of various tracked semaphores
0x00FBC00F	0x00FBC00F (Unknown)	11 - Unknown Driver Settings	
0x00FC7620	Experimental - Generated Constant Expression Optimizations	07 - System, Memory and Compute	enable/disable generatedConstExpressions opts
0x00FCACB0	Experimental - Pipelined Copy for Sync CE	07 - System, Memory and Compute	Enable Pipelined Copy for Sync CE aka Pipelined + Flush_Enable = False , supports DX12 only
0x00FE3B5B	0x00FE3B5B (Unknown)	11 - Unknown Driver Settings	
0x1005667D	0x1005667D (Driver)	11 - Unknown Driver Settings	
0x1008DFB8	0x1008DFB8 (Driver)	11 - Unknown Driver Settings	
0x101314CE	Driver - Ansel Depth Buffer Detection Tuning	07 - System, Memory and Compute	Toggle various settings useful for tuning how to identify Depth buffers in Ansel. More info: https://confluence.nvidia.com/display/NGX/Depth+Buffer+Detection+Design.
0x10134FFE	0x10134FFE (Driver)	11 - Unknown Driver Settings	
0x1018B187	0x1018B187 (Driver)	11 - Unknown Driver Settings	
0x101FD0C1	Driver - Hudless Buffer Copy Draw Call	07 - System, Memory and Compute	Sets the draw call at which point the Hudless buffer will be copied, with the goal of selecting the last draw call before any HUD draws occur. More info: https://confluence.nvidia.com/display/NGX/Hudless+Buffer+Detection+Design.
0x1023E630	0x1023E630 (Driver)	11 - Unknown Driver Settings	
0x10255BA2	0x10255BA2 (Driver)	11 - Unknown Driver Settings	
0x10255BA4	0x10255BA4 (Driver)	11 - Unknown Driver Settings	
0x10255BA5	0x10255BA5 (Driver)	11 - Unknown Driver Settings	
0x10255BA6	0x10255BA6 (Driver)	11 - Unknown Driver Settings	
0x10255BB5	0x10255BB5 (Driver)	11 - Unknown Driver Settings	
0x10255BB7	0x10255BB7 (Driver)	11 - Unknown Driver Settings	
0x10284CD0	0x10284CD0 (Driver)	11 - Unknown Driver Settings	
0x1033E150	0x1033E150 (Driver)	11 - Unknown Driver Settings	
0x1041ABA0	0x1041ABA0 (Driver)	11 - Unknown Driver Settings	
0x10432A02	0x10432A02 (Driver)	11 - Unknown Driver Settings	
0x10477FE1	0x10477FE1 (Driver)	11 - Unknown Driver Settings	
0x105C1BE0	0x105C1BE0 (Driver)	11 - Unknown Driver Settings	
0x1066ED2B	0x1066ED2B (Driver)	11 - Unknown Driver Settings	
0x1069F7CF	0x1069F7CF (Driver)	11 - Unknown Driver Settings	
0x1075ACB3	0x1075ACB3 (Driver)	11 - Unknown Driver Settings	
0x10795518	0x10795518 (Driver)	11 - Unknown Driver Settings	
0x10795519	0x10795519 (Driver)	11 - Unknown Driver Settings	
0x10828F18	0x10828F18 (Driver)	11 - Unknown Driver Settings	
0x10834F06	Driver - FRM Override Parameters	07 - System, Memory and Compute	FRM override parameters
0x10835025	0x10835025 (Driver)	11 - Unknown Driver Settings	
0x10835058	0x10835058 (Driver)	11 - Unknown Driver Settings	
0x10836D12	0x10836D12 (Driver)	11 - Unknown Driver Settings	
0x108BB790	0x108BB790 (Driver)	11 - Unknown Driver Settings	
0x108FA0E4	0x108FA0E4 (Driver)	11 - Unknown Driver Settings	
0x108FDC1E	0x108FDC1E (Driver)	11 - Unknown Driver Settings	
0x109B7DB3	0x109B7DB3 (Driver)	11 - Unknown Driver Settings	
0x10AAA36C	Driver - Quadro Optimization Disable	07 - System, Memory and Compute	disable Quadro optimization features
0x10AB9EF7	0x10AB9EF7 (Driver)	11 - Unknown Driver Settings	
0x10AD7F3B	Driver - Ansel Hudless Buffer Detection Tuning	07 - System, Memory and Compute	Toggle various settings useful for tuning how to identify Hudless buffers in Ansel. More info: https://confluence.nvidia.com/display/NGX/Hudless+Buffer+Detection+Design.
0x10BFAA5B	0x10BFAA5B (Driver)	11 - Unknown Driver Settings	
0x10C41BB5	Driver - Hudless Buffer Heuristic Weights	07 - System, Memory and Compute	Key-value pair in the form 'string=uint32'. Each keyval pair delimited by comma. The weights can be used to fine-tune a game based on in-game heuristics for correctly finding the hudless buffer.
0x10C498C8	0x10C498C8 (Driver)	11 - Unknown Driver Settings	
0x10C4A7A1	0x10C4A7A1 (Driver)	11 - Unknown Driver Settings	
0x10C8C88A	0x10C8C88A (Driver)	11 - Unknown Driver Settings	
0x10D34DEA	0x10D34DEA (Driver)	11 - Unknown Driver Settings	
0x10D949E1	0x10D949E1 (Driver)	11 - Unknown Driver Settings	
0x10DC31A4	0x10DC31A4 (Driver)	11 - Unknown Driver Settings	
0x10E74421	Driver - NvCamera Capture Blocked Buffers	07 - System, Memory and Compute	Specifies which buffers are blocked from being captured in NvCamera. Specify multiple buffers by or'ing them tegether with '|'.
0x10F38AE4	0x10F38AE4 (Driver)	11 - Unknown Driver Settings	
0x5019EB12	0x5019EB12 (Driver)	11 - Unknown Driver Settings	
0x50243981	0x50243981 (Driver)	11 - Unknown Driver Settings	
0x50306C59	Driver - NBody Kernel Const Argument Removal	07 - System, Memory and Compute	When enabled, check for nbody kernel which requires to remove const keyword from kernel arguments
0x504EE927	Driver - Preferred WDDM Node Selection	07 - System, Memory and Compute	Select which Node to pick on WDDM assuming it is possible to use it
0x504FDD7A	Driver - OpenCL PTXAS Option Detection	07 - System, Memory and Compute	When enabled, Check for kernel properties and set ptxas option accordingly for OpenCL kernel compilation.
0x50528AB3	Driver - Kepler GK110B L1 Cache	07 - System, Memory and Compute	Enable/Disable Kepler GK110B L1 cache
0x505A7B7C	Driver - OpenCL Constant-to-Global Argument Conversion	07 - System, Memory and Compute	When enabled, check for __constant kernel args and change that args to __global type
0x505C8452	Driver - CILP Under Hardware Scheduling	07 - System, Memory and Compute	Enable/Disable the use of CILP when running in hardware scheduling
0x50778991	Driver - CUDA Manual Clock Boosting	07 - System, Memory and Compute	Indicate if CUDA needs to manually do clock boosting using a side thread
0x5079E70A	Driver - Extra Coproc Refcount on Turing+	07 - System, Memory and Compute	Enable/Disable the extra coproc refcount acquired by KMD on Turing+
0x507D53AA	Driver - Hide CUDA Version in CL_PLATFORM_VERSION	07 - System, Memory and Compute	When enabled, driver removes cuda version information from the return value of clGetPlatformInfo for param_name CL_PLATFORM_VERSION.
0x5096F1B2	Driver - OpenCL and CUDA Host Memory Overflow	07 - System, Memory and Compute	When enabled, openCL/CUDA allocations allowed to overflow to host memory.
0x50BB93F8	Driver - Extra OpenCL Compiler Option	07 - System, Memory and Compute	When enabled, pass additional compiler option for OpenCL kernel compilation.
0x50D06C22	0x50D06C22 (Driver)	11 - Unknown Driver Settings	
0x50F05342	0x50F05342 (Driver)	11 - Unknown Driver Settings	
0x50F3FEE2	0x50F3FEE2 (Driver)	11 - Unknown Driver Settings	
0x80303A19	Experimental - rxinput.dll Injection	01 - Compatibility	Decide whether to inject rxinput.dll or not
0x80303E0F	Experimental - Container Plugin Telemetry	07 - System, Memory and Compute	Decide whether to use container plugin to send telemetry data
0x809D5F60	Experimental - NVIDIA App Overlay Flags	06 - Rendering Features	NVIDIA App Overlay (formerly ShadowPlay) flags. Bit0: if set, app is whitelisted for Desktop capture. 0x10000000 disables NVIDIA App statistics. Other bits are unused for now.
0x90DE9159	Driver - NVIDIA App Overlay Shim Prohibition	07 - System, Memory and Compute	Prohibit NVIDIA App Overlay shim in DX apps
0x00980881	Allow Deepdvc Feature When User Is Offline	06 - Rendering Features	Controls Allow Deepdvc Feature When User Is Offline.
0x0005F511	Async10 Enable	07 - System, Memory and Compute	Enable DX10 Dual core optimization (multithreaded driver)
0x005F5A32	Async10 Nvapi Mode	07 - System, Memory and Compute	Control NVAPI processing behaviour
0x005F5A33	Async10 OOO Query Limit	07 - System, Memory and Compute	How many query getData calls are allowed before we consider it a gpu wait
0x0092F4DE	Async9 Enable	07 - System, Memory and Compute	Enable DX9 Dual core optimization (multithreaded driver)
0x00D5E9C6	Autovrs Allow	05 - Upscaling and Frame Generation	AutoVRS - App allowlisted status
0x00D5E9C7	Autovrs Settings	05 - Upscaling and Frame Generation	AutoVRS - Configuration Options
0x00F63A50	Avoid Host Remappers	07 - System, Memory and Compute	Try to avoid host remappers. If application is locking BL RT in vidmem, demote it to pitch so that lock won't require remapper.
0x10115C89	Battery Boost	02 - Sync and Refresh	Enables the Battery Boost functionality, cap FPS for DC mode only
0x00DC68B0	BM Offer Reclaim Dx1x	01 - Compatibility	DX10 - allowed in release configurations and explicit application overrides
0x10D91A4C	Control Display Rearrangement	02 - Sync and Refresh	Displays rearrangement when crossed overall 16K resolution limit enabled or not
0x105E2A1D	CPU Expr Modes	06 - Rendering Features	List of supported FreeStyle modes
0x00DB3858	CPU To GPU Upload Buffer Size	07 - System, Memory and Compute	This key is using to set value of host staging buffer bank size, in bytes, mostly for early push. Total value is a (bank size) * 256
0x10510E76	Cull Before Fetch	06 - Rendering Features	value for Cull Before Fetch (after Fermi)
0x0067345E	D3d9 Control Bits	07 - System, Memory and Compute	Various control bits (DX9)
0x0017FD6D	Disable Z16	06 - Rendering Features	Disable Z16 (replaces all Z16 requests with Z24X8)
0x106D5CFF	Do Not Display This Profile In The Control Panel	01 - Compatibility	Indicates to the NVIDIA Control Panel that the associated configuration entry should not be displayed.
0x00ABAB33	Dynamic Vibrance Intensity	05 - Upscaling and Frame Generation	Controls Dynamic Vibrance Intensity.
0x00ABAB36	Dynamic Vibrance Saturation	05 - Upscaling and Frame Generation	Controls Dynamic Vibrance Saturation.
0x10F9DC81	Enable Application For Optimus	01 - Compatibility	Allow list for shim layer per application
0x10FADC84	Enable CE MS Hybrid	07 - System, Memory and Compute	Enable CE for tranfers on MS hybrid
0x10835018	Enable Disable Dynamic FPS Feature	02 - Sync and Refresh	Controls Enable Disable Dynamic FPS Feature.
0x1083501F	Enable Disable Dynamic FPS Feature Based On Nested Idle AND Framecomparison	02 - Sync and Refresh	Maximum buffer time in microseconds. Default 1500 (1.5ms)
0x10835021	Enable Disable NV Framecomparator Feature	02 - Sync and Refresh	Controls Enable Disable NV Framecomparator Feature.
0x10838021	Enable Disable NV Humanpresencedetector Feature	07 - System, Memory and Compute	Controls Enable Disable NV Humanpresencedetector Feature.
0x00041807	Enable Gtx950 Specific Features	05 - Upscaling and Frame Generation	Enable GTX950 specific features. Currently used to enable FRM for GTX950
0x104BC9A1	Exceptions To Blocking Apps	01 - Compatibility	Controls Exceptions To Blocking Apps.
0x00F865E3	Fermi Force 1X TEX	06 - Rendering Features	If enabled, this regkey will force 1x Tex on 2x Tex parts.
0x00837AAF	Fermi Gf110 Voltage Drop WAR	01 - Compatibility	Controls Fermi Gf110 Voltage Drop WAR.
0x001208CB	Forceenabledccap	07 - System, Memory and Compute	Deferred context control flags
0x1035DB89	Freestyle Filters Allow	06 - Rendering Features	Controls whether Ansel is blocked for the associated application configuration.
0x1085DA8A	Freestyle Filters App Allow	06 - Rendering Features	Temporary allowlisting of apps allowed to enable Ansel
0x00980896	Game Filters Enable	05 - Upscaling and Frame Generation	Controls Game Filters Enable.
0x00846411	Kepler Apply ALD WAR	01 - Compatibility	Apply OCG shint ALD instruction WAR to prevent kepler HW hangs.
0x007033AB	Kepler Clear SM Halfctl Ctrl Sctl CYA 6	06 - Rendering Features	This key enables the WAR for the livelock in bug 1171386, clearing NV_PGRAPH_PRI_GPCS_TPCS_SM_HALFCTL_CTRL_SCTL_CYA_6.
0x0007FBB6	Large VA	07 - System, Memory and Compute	Forces a context to use large VA space
0x00C63A79	Max GPU CMD Size	07 - System, Memory and Compute	Limit max number of pending command buffers (per context) in software queue. If key is set zero it will be ignored
0x00DB3857	Mclinkinstanced Limit	08 - SLI and NVLINK	Threshold in megabytes for using of RT/ZB allocations as LinkInstanced (SLI DX9/10).
0x103C2E03	Mcsfrloadbalance	08 - SLI and NVLINK	Controls Mcsfrloadbalance.
0x100B8EDE	MS Ssaa Mode + Type	06 - Rendering Features	Controls MS Ssaa Mode + Type.
0x0043ED70	MS Ssaa Transparency Mode	06 - Rendering Features	Transparency multisampling anti-aliasing modes.
0x11112256	Overlay Indicator	06 - Rendering Features	NV private interface to adjust the behavior of the post processing engine
0x10834FFE	Platform Boost	02 - Sync and Refresh	Enable AutoFL support.
0x106044CE	PS Alphabeta	06 - Rendering Features	Set the behavior for Alpha/Beta performance strategy (static or dynamic)
0x10842563	PS Alphabeta Fraction	06 - Rendering Features	Fixed Alpha fraction to use when PS_ALPHABETA is in static mode
0x00313536	PS Async Shader Scheduler Flags	07 - System, Memory and Compute	Controls PS Async Shader Scheduler Flags.
0x00159046	PS BM Defer Destroy Flags	07 - System, Memory and Compute	WDDM1.0+ DX9/DX10
0x006D6197	PS Const Folding GPU	07 - System, Memory and Compute	controls new-style GPU-based const folding (dx12 only)
0x00EA83C5	PS Dx10 Surface Placement Highest Priority Dx1x	07 - System, Memory and Compute	Normally, resources are capped at high priority.  This regkey allows selective use of maximum priority, equivalent to D3DDDI_ALLOCATIONPRIORITY_MAXIMUM for these buffers.
0x00DB834A	PS Reduction Load Balanced	06 - Rendering Features	Reduction tracker load balancing.
0x0090F680	PS Surface Placement Allow	06 - Rendering Features	Controls PS Surface Placement Allow.
0x006BDD49	PS Surface Placement Highest Priority	07 - System, Memory and Compute	Normally, render targets and Z buffers use high priority.  This regkey allows selective use of maximum priority, equivalent to D3DDDI_ALLOCATIONPRIORITY_MAXIMUM for these buffers.
0x009E7462	PS VB Promotion Flags	06 - Rendering Features	Controls promotion of dynamic buffers
0x008F7215	Read Only DSV Earlyz Hazard WAR Enable	06 - Rendering Features	Track read-only DSVs as last having been bound to PS to catch WAR hazards between early-z and PS.
0x00C09D09	Rebar Expr Modes	06 - Rendering Features	Controls Rebar Expr Modes.
0x00BC6199	Shadermaxregallowed	06 - Rendering Features	Specifies max register allowed when compiling/optimizing a shader
0x00666634	Silk Smoothness Mode	02 - Sync and Refresh	Setting from which CPL will decide whether to show SILK Smoothness as normal or greyed out
0x00987251	Silk Smoothness Strength	02 - Sync and Refresh	Silk reduces stutters in games caused by variable CPU or GPU workloads
0x00A9D3C5	Validate Params	01 - Compatibility	Enable parameter validation of different DX1x DDI functios
0x00380880	Watermarking Indicator	06 - Rendering Features	Toggle AIC Watermarking Indicator on or off
0x00390880	Watermarking Traceability	06 - Rendering Features	Controls Watermarking Traceability.
0x10115C8A	Whisper Mode	02 - Sync and Refresh	Enables the Whisper Mode functionality, cap FPS for AC mode only
0x10115C8B	Whisper Mode Application FPS	02 - Sync and Refresh	Override FPS for Whisper Mode, can be set differently for each application
0x11D9DC84	WKS Feature Support Control	07 - System, Memory and Compute	NV private interface to enable/disable workstation features
0x0019A002	Shader Cache - DLL Path	07 - System, Memory and Compute	Specifies the DLL path used for shader disk cache association.
0x00B65E72	Performance Counters - DX9 Export Only	07 - System, Memory and Compute	Limits driver performance counter export to DirectX 9 workloads.
0x00D74EF6	Shader Compiler - Offline Compile	06 - Rendering Features	Controls whether the driver may use the offline shader compiler path.
0x00DB1337	iCafe - Logo Configuration	07 - System, Memory and Compute	Controls driver-side iCafe logo presentation behavior.
0x10115C8C	Battery Boost - Application FPS Limit	02 - Sync and Refresh	Sets the Battery Boost frame-rate limit for the application.
0x10115C8D	Power Management - External Quiet Mode	07 - System, Memory and Compute	Controls the external quiet-mode power policy.
0x10354FF8	CUDA - Excluded GPUs	07 - System, Memory and Compute	Lists universal GPU identifiers that should be excluded from CUDA device selection.
0x10444444	NVIDIA Image Scaling - Quality Upscaling	05 - Upscaling and Frame Generation	Controls NVIDIA Image Scaling quality upscaling.
0x104554B6	Application Profile - Notification Timeout	07 - System, Memory and Compute	Selects how long application profile notifications remain visible.
0x107AFC5B	Antialiasing - SLI AA	08 - SLI and NVLINK	Controls SLI antialiasing mode selection.
0x10835016	Idle Application - Dynamic FPS Limit	02 - Sync and Refresh	Sets the dynamic frame-rate limit used when an application is considered idle.
0x10835017	Idle Application - Threshold Time	02 - Sync and Refresh	Sets the time threshold in seconds before idle-application frame-rate limiting is applied.
0x108F0841	Performance Counters - Export	07 - System, Memory and Compute	Controls whether driver performance counters are exported.
0x1095F16F	Variable Refresh Rate - Overlay Indicator	02 - Sync and Refresh	Controls the on-screen indicator for variable refresh rate activity.
0x1095F170	Latency Indicator - Auto Align	02 - Sync and Refresh	Controls automatic alignment for the latency flash indicator.
0x10D1EF29	GPU Power - Maximum Limit	07 - System, Memory and Compute	Defines the maximum GPU power value exposed to Direct3D and OpenGL driver paths.
0x10F9DC80	Optimus - Compatibility Flags	07 - System, Memory and Compute	Controls Optimus compatibility and application GPU-selection behavior.
0x10F9DC82	Optimus - Maximum Resolution	07 - System, Memory and Compute	Limits the maximum resolution allowed for Optimus application handling.
0x10F9DC83	Optimus - Maximum Antialiasing Level	03 - Antialiasing and Sharpening	Limits the maximum antialiasing level allowed for Optimus application handling.
0x11AE435C	Stereo - Swap Eyes	09 - Stereo	Controls eye-order exchange for workstation stereo output.
0x202888C1	OpenGL - Telemetry Monitor Level	10 - OpenGL	Selects the OpenGL telemetry monitor verbosity level.
0x204D9A0C	OpenGL - Force Stereo	09 - Stereo	Controls forced OpenGL stereo rendering.
0x206A6582	OpenGL - Default Swap Interval	10 - OpenGL	Selects the default OpenGL swap interval and force policy.
0x206C4581	OpenGL - Default Swap Interval Fraction	10 - OpenGL	Selects the fractional scanline component for the OpenGL default swap interval.
0x20655CFA	OpenGL - Default Swap Interval Sign	10 - OpenGL	Selects whether the OpenGL default swap interval fraction is applied as a positive or negative offset.
0x2072C5A3	OpenGL - GDI Compatibility	10 - OpenGL	Selects OpenGL GDI compatibility preference.
0x20797D6C	OpenGL - Texture Filtering Quality	04 - Texture Filtering	Selects the OpenGL quality/performance bias for texture filtering and related quality enhancements.
0x208E55E3	OpenGL - Maximum Frames Allowed	02 - Sync and Refresh	Limits the number of OpenGL frames the driver may queue ahead.
0x2092D3BE	OpenGL SLI - GPU Multicast	08 - SLI and NVLINK	Controls availability of the OpenGL GPU multicast path for SLI and Mosaic configurations.
0x2097C2F6	OpenGL - Deep Color Scanout	10 - OpenGL	Controls OpenGL deep-color scanout support.
0x209DF23E	OpenGL - Event Log Severity Threshold	10 - OpenGL	Selects the minimum OpenGL event severity written to the driver event log.
0x20D0F3E6	OpenGL - Implicit GPU Affinity	10 - OpenGL	Controls implicit GPU affinity behavior for OpenGL contexts.
0x10287051	SLI - Visual Indicator	08 - SLI and NVLINK	Controls the on-screen SLI split-frame rendering indicator.
0x1033CED1	SLI - Rendering Mode	08 - SLI and NVLINK	Selects the active SLI rendering distribution mode.
0x107CDDBC	Steam - Application ID	07 - System, Memory and Compute	Stores the Steam application identifier used for driver profile association.
0x00AB8687	VAB - Default Data	06 - Rendering Features	Selects the default vertex attribute buffer data pattern used when API defaults are requested.
0x10A879CE	Variable Refresh Rate - Control	02 - Sync and Refresh	Controls whether the variable refresh rate path is enabled.
0x10111133	Virtual Reality - Pre-Rendered Frames	02 - Sync and Refresh	Sets the maximum number of frames the CPU may queue ahead for virtual reality rendering.
0x00F63A49	Write TO Host Staging Buffer Size	07 - System, Memory and Compute	Set size of write staging buffer. If key is set to zero it will be ignored
0x10ECDB82	AA BEHAVIOR FLAGS	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant AA_BEHAVIOR_FLAGS_ID
0x10FC2D9C	AA MODE ALPHATOCOVERAGE	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant AA_MODE_ALPHATOCOVERAGE_ID
0x107D639D	AA MODE GAMMACORRECTION	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant AA_MODE_GAMMACORRECTION_ID
0x10D773D2	AA MODE METHOD	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant AA_MODE_METHOD_ID
0x10D48A85	AA MODE REPLAY	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant AA_MODE_REPLAY_ID
0x107EFC5B	AA MODE SELECTOR	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant AA_MODE_SELECTOR_ID
0x101E61A9	ANISO MODE LEVEL	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant ANISO_MODE_LEVEL_ID
0x10D2BB16	ANISO MODE SELECTOR	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant ANISO_MODE_SELECTOR_ID
0x1075D972	ANSEL ENABLE	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant ANSEL_ENABLE_ID
0x00664339	AO MODE ACTIVE	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant AO_MODE_ACTIVE_ID
0x00667329	AO MODE	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant AO_MODE_ID
0x00638E8F	AUTO LODBIASADJUST	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant AUTO_LODBIASADJUST_ID
0x10835002	FRL FPS	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant FRL_FPS_ID
0x1034CB89	FXAA ALLOW	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant FXAA_ALLOW_ID
0x1074C972	FXAA ENABLE	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant FXAA_ENABLE_ID
0x1068FB9C	FXAA INDICATOR ENABLE	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant FXAA_INDICATOR_ENABLE_ID
0x00738E8F	LODBIASADJUST	NVIDIA built-in setting	NVIDIA Profile Inspector built-in constant LODBIASADJUST_ID
